,target,Tweets
1990,0,"and I think it has a mind of its own,like it always ring when I'm taking a leak..jeez that makes whole thing embarrassingly musical "
1991,0,@iaintnohomo  Banana will be playing later. BUT. Shell be playing with Caro.
1992,0,@koolgirl37 read my tweet below 
1993,0,My life  http://mattf.ca/2009/06/24/yay-me/
1994,0,Tried to get the mutant Fawkes to follow me but he wouldn't  it's so lonely without followers I have never had one :$
1995,0,Sick  Spending my day laying in bed listening to @taylorswift13
1996,0,Gmail is down? 
1997,0,rest in peace Farrah! So sad 
1998,0,@Eric_Urbane Sounds like a rival is flagging your ads. Not much you can do about that though 
1999,0,has to resit exams over summer...  wishes he worked harder at first year of uni...
2000,4,I LOVE @Health4UandPets u guys r the best!! 
2001,4,im meeting up with one of my besties tonight! Cant wait!!  - GIRL TALK!!
2002,4,"@DaRealSunisaKim Thanks for the Twitter add, Sunisa! I got to meet you once at a HIN show here in the DC area and you were a sweetheart. "
2003,4,"Being sick can be really cheap when it hurts too much to eat real food  Plus, your friends make you soup"
2004,4,@LovesBrooklyn2 he has that effect on everyone 
2005,4,@ProductOfFear You can tell him that I just burst out laughing really loud because of that  Thanks for making me come out of my sulk!
2006,4,@r_keith_hill Thans for your response. Ihad already find this answer 
2007,4,"@KeepinUpWKris I am so jealous, hope you had a great time in vegas! how did you like the ACM's?! LOVE YOUR SHOW!! "
2008,4,"@tommcfly ah, congrats mr fletcher for finally joining twitter "
2009,4,@e4VoIP I RESPONDED  Stupid cat is helping me type. Forgive errors 
2010,4,crazy day of school. there for 10 hours straiiight. about to watch the hills. @spencerpratt told me too! ha. happy birthday JB! 
2011,4,@naughtyhaughty HOW DID I FORGET ABOUT TWO AND A HALF MEN?!?!? I LOVE THAT SHOW!!! 
2012,4,"@nileyjileyluver Haha, don't worry! You'll get the hang of it! "
2013,4,"@soundwav2010 At least I won't be the only one feeling lost! This may cause me many later than usual nights, already addicting "
2014,4,@LutheranLucciol Make sure you DM me if you post a link to that video! &lt;LOL&gt;So I don't miss it   Better get permission and blessing first?
2015,4,Just added tweetie to my new iPhone 
2016,4,@michellardi i really don't know. i think its Globe!  yeah! sana gumaling na ko para alam ko na din kung makakasama ako! )
2017,4,@nicolerichie: your picture is very sweet 
2018,4,"Catching Up on Emails, RSS and Random BACN. Then I'm cutting out early tonight (11:30PM) to have Dinner with @lauraw "
2019,4,"Dancing around the room in Pjs, jamming to my ipod. Getting dizzy. Well twitter, you asked! "
2020,4,Didn't place in the Peeps contest but thanks for voting anyways. 
2021,4,Going to bed so goodnight everyone  and sweet dreams  http://twitpic.com/2y2e0
2022,4,@LittleLumen walking over to put the deposit down tomorrow 
2023,4,"is now followinq @DAChesterFrench , you shud do tha same "
2024,4,@LordPov Are you meant to add on the back of that &quot;twittering from a toilet cubicle somewhere&quot;? 
2025,4,Aw i'm holding my new puppy. Well He's not mine but He's a cutie. 
2026,4,@iJohn kitteh is sleepin on my crotch which proves she likes me more 
2027,4,@DramaBeats agreed 
2028,4,reaching amritsar in an hour and (if i find a bus) should be at wagah border by 2pm  - http://bkite.com/06fuJ
2029,4,@ALBinLA.  I was just thinking about you tonight!  You have to let me be the first to interview you're a famous super star 
2030,4,happy to spend time with the family. 
2031,4,finally going to bed!  so tired. Was gonna watch The Hills but didnt =/
2032,4,so effing tired of my throat hurting.... ooooohh... i just got a crazy craving for a pina colada/banana slushie!!!! 
2033,4,@deon upload di indowebster dong banggggg 
2034,4,@wisdomous you're welcome. glad you enjoyed it. 
2035,4,@hawaii808shellz hAhAHA!! omG! we wer bOth laughiN off d hOOk!  cuz das hOW we roLLL...ryt sheLdawg?
2036,4,@SickWithThePen awww pookie feel better. I'll pray for you...and BAG the nurse up 
2037,4,YAY! found a new cuddle buddy 
2038,4,I think I met my first &quot;snob&quot; on twitter tonight. Too bad. Life goes on! 
2039,4,Across the Universe. Sleep. Rehearsal tomorrow. 
2040,4,"@annabellee dry sweet potato, huh? "
2041,4,"@JonathanRKnight Hi Jon! Great to hear from you! See you on the cruise, I cannot wait! Hope all is well on the Knight bus!  You are loved!"
2042,4,having a long conversation with mom on phone 
2043,4,@suitelifeofkell yayyy! lol. i just requested herrr. what did she say? 
2044,4,Practicing lines/mannerisms/voices for upcoming feature shoot.  Probably driving Brock crazy.  
2045,4,Going to go and read new moon for the 3rd time  I cant get enough of twilight series 
2046,4,today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!
2047,4,I am bored 
2048,4,@stevecla it is a wallpaper with Red Square I was asking for 
2049,4,@r_keith_hill Thanks for your response. Ihad already find this answer 
2050,4,@Pope_Mello Well yeah! I only noticed cuz i'm BB too. 
2051,4,Just tryna get inspired thats all 
2052,4,@KourtneyKardash Can't get up early enough!!!  Night workouts are much better. 
2053,4,"@ladygaga Can't wait to see ur hot ass in Austin! woot woot!!! annnd love the bob with purple, i went the royal color way as well "
2054,4,"@QuotableBuffy I got a bunch of Buffy songs too! One of my faves is &quot;Vivian&quot; by Nerf Herder, when Faith met Spike in Buffy's body. "
2055,4,#Devunity Wallpaper  Check this out !   --&gt;    http://twitpic.com/2y2e2
2056,4,"Morning Tweetland, a long day ahead! Hope everyone has a great day  "
2057,4,   uploading pictures on friendster 
2058,4,@ash_CT Aw dont you love that  I love for those days! Thanks about the pic ;-p
2059,4,noodlebox with amanda tonight 
2060,4,"@una_avion2010 Sorrry, I'm doing like 29823782 different things. Kevin Jonas' Girlfriend "
2061,4,@fuzeb they are so serious too while singing like.. whoa  hehe lsd maybe? j/k lolol
2062,4,loving life... and loving you 
2063,4,@ApothecaryJeri  I love Sicilians best damn pizza on the planet [says I] 
2064,4,loves chocolate milk  and that is GF YEAH..
2065,4,Going to Sutter Creek tomorrow to tour an old Mine 
2066,4,"@bodycoach I'll look into that cho, I personally like strawberry but I'm going to become coach soon "
2067,4,"@little__fish guess where i live. the other side of the earth  east mesa, losiento"
2068,4,@paula_paige3489 so apart from the sore... how was the tryouts? 
2069,4,failed physics TEST... what a homo. keeen for the holidays (2 days to go) 
2070,4,"Just observed the update look of #Alexa website, http://tinyurl.com/c48gzf , looks great, seems Alexa is improving "
2071,4,@leiabox so what can you tell us about it? I'm totally geeking out right now 
2072,4,"@theragingocean BonJour Spacecowboy,I wish I was either of it .I work with Kids, can go out whenever I want and go wherever I want to "
2073,4,@Rebecca1158 goodnight. 
2074,4,My brother is sick too lol. Quite weird 
2075,4,@drdrew *gives a hug and a cookie* Hope you feel better! 
2076,4,@jonathanRKnight Hey Jon! It's real and I hope you take care of yourself...we don't want you to get too rundown.  ((Hugs))
2077,4,"Just wrote on a toilet wall... but only to correct poor spelling. And in highlighter, so it will wash off. HARDCORE "
2078,4,had a good tech meeting at clubZone - dinner was sushi 
2079,4,@mattgalloway Thanks for the hook up with @CarlyRush and suggesting me again bro! you rock! 
2080,4,@jeffswarens depends on which version they thought you  the one I know doesn't go like that ;)
2081,4,@Speak2Ashley hand is still pretty weak i cant like punch anyone out yet or turn knobs but it doesnt hurt much 
2082,4,@Honey3223 Lurkers now that was interesting 
2083,4,@saravananp mine is B North. Still need to decide 'aaru hithavaru ninage ee moovaroLage' to vote 
2084,4,@trstfndbby um I bought my shit from the Koreans its OACH  highest quality out there baby  I paid an extra 3.50 2 get a real tag sewed in
2085,4,eating ice-cream with chocolate topping 
2086,4,@iamdiddy your telling me.. just finished doing 200 crunches!  step it up Diddy ! LETS GO!
2087,4,@its_yvonne daaang i didn't know it was possible to talk that long! what'd you guys talk about 
2088,4,@LaurUy West.  Mostly San Jose and San Francisco.
2089,4,"Nikki is off working her ass off on a bike, trying to recover from her knee injury.  (Good for her. "
2090,4,@marymayblood I would love to come help unpack   Let me know where I need to be Sat afternoon!
2091,4,shenagians!  my team is awesome&lt;3
2092,4,listening to some music and just chilling....I'll probably regret not getting work done...but till then i'm just gonna kick back 
2093,4,I am doing a study of Think &amp; Grow Rich - Wow - it's amazing how timeless the law of attraction is! So now we're on our 6 step program! 
2094,4,@BittenbyBooks Oh good!  I'm glad you're feeling better!   I've been really good!  It'll be a crazy week though... In a good way! 
2095,4,21 Days till chris comes home and 67 days till summer 
2096,4,"@davidgideon Yeah, those were the days  - no, it's now around 1.47ish..."
2097,4,@therealjspace am I the first one to tell you you tweet the most while drinking! LOL. 
2098,4,@its_anne Kay thanks. 
2099,4,Goodnight 
2100,4,I am determined to get back into baseball -- it's been 5 years since I've really watched the sport. Anyone interested in going to a game? 
2101,4,"@beycah Good for you Becca, have a good sleep. "
2102,4,@MissNappyBoy and ur home is where? ohhh i nkow lexington ky rite next to me 
2103,4,Just seen the preview for the movie &quot;Obsessed&quot; w/ Beyonce. Wow one crazy broad in that movie &amp; Beyonce seems to go nuts in it too! 
2104,4,Easy Rider till I fall asleep 
2105,4,"@miketomalaris I'm very, very, very excited about the live broadcast of Paris-Roubaix. "
2106,4,"just had a real good moment. i missssssssss him so much, "
2107,4,@belliestobabies I have two too. I just don't know how people survive winter without jungle gyms at home 
2108,4,@jaredleto Just started to work. But it's the last one before holidayholiday!! 
2109,4,Watchin Greek then off to Knighty Knight!! 
2110,4,i am working on my media room design and i love love love my client profile 
2111,4,@Greeks05 its pretty lame..hahaha but yay i get to stalk your sexy ass on here now 
2112,4,"@Lou911 Aww, thanks "
2113,4,Another good day  nitey nite everyone! First day of school tomorrow!!! Ahh I'm kinda nervous yet excited...til tomorrow!
2114,4,thinking and planning 
2115,4,"Good enough.. time to go sleep off whatever I can, be happier tomorrow ? here's Hopin.. go check my Fb. for what is in store for me now. "
2116,4,"@missvic what do you mean, I do those things now and I'm OLD! "
2117,4,@jimmyeatworld been listening to that all morning  http://www.deezer.com/track/885843
2118,4,@UrbanThai  and you have me to thank for that 
2119,4,"@PamFR Thanks Pam... glad you enjoyed it. Yes, life is short, it's *now*. No need to struggle... just make better choices every day. "
2120,4,"@JonathanRKnight hmm you have a lot to say tonight! That's great!  Of course, here I am up late reading it. haha"
2121,4,"@guykawasaki congrats on 100,000 followers. Wow almost 4 times of what I have "
2122,4,@LarryCarroll ARE WE GOING TO BE GETTING ANY NM UPDATES THIS TIME AROUND? I'm not really screaming. Just wondering. Thanks! 
2123,4,@suitelifeofkell that's freakin' cooool   i love twitter .haha
2124,4,@I3renda maybe. there's nothing wrong with being caring. but try not to care too much. 
2125,4,why does Brissa not even know she has a twitter? -Lauren 
2126,4,@jbrotherlove I thought it was a great love story 
2127,4,"@enbaldarlingg No, that's just the mirror you're looking in. "
2128,4,@amandahesser thanks!  i couldn't have done it without you  
2129,4,"wow that was neat, thanks God! OVERITNOW&lt;3  i apologize for sharing my spiritual moment with the general public of Twitter "
2130,4,... 31 days until I leave for Ontario!! 
2131,4,Just spoke with my fam in #Japan via #Skype! Love to see my little 16-mo-old nephew growing! 
2132,4,@LissyM ahh i only just saw you'd written that where does it tell you that someones spoken to you? this sucks but mcfly got it haha loser 
2133,4,@KaciMaureen holy laundry woman! 
2134,4,"@iamdiddy I hate it too, but I just got back from the trainer. Go! "
2135,4,@markhoppus lol youï¿½re so fucking funny 
2136,4,"working on setting up my ipod touch, which as of today is officially mine!! "
2137,4,@nikhilnarayanan saw the tvc yesterday.. worked for me 
2138,4,Jon could totally say Mannies and Peddies and I would shut my fat face about it.  
2139,4,"@magopus Hahaha! Well if they ever run out of ideas, I'm nominating you to come up with some good ones. "
2140,4,A friend feels like a beer on a Monday night. That's never good. But beer is always good. Always. 
2141,4,"@hopeinhell One usually follows the other, no? "
2142,4,"@special72 Thanks, Special 72!  "
2143,4,"Good luck for Lauren and the rest of the cast of TBS, can't wait for something to leak "
2144,4,"Shoot For The Moon! Even if you miss, you'll land among the stars. "
2145,4,"@JohnHays hmm, that I don't agree with entirely because I am most creative &amp; vibrant @ night for some reason...but I need 2 sleep too "
2146,4,@izzakizza nada just tryna holla holla.   hows the mixtape coming up?
2147,4,@aussie_ali  yep it makes it so much easier to get points across in 140 
2148,4,"@snarkattack  The freezer-worthy @amoir has already given it her scholarly attention, but I suppose another set of eyes could hurt not."
2149,4,http://twitpic.com/2y2jf - my cupcakes 
2150,4,"@purrplexa And its a wonderful thing!  I'm all in favor of using the entire English language (shit, I use #expletives too, I think) "
2151,4,@mynameisgerard haha! i'm not saying u should try it.. but maybe u should 
2152,4,"back from school, long walk! its flippin cold outside  2 days ago it was sunny, next day raining, and today snowing!"
2153,4,@sisterpatterson I just ate raw cookie dough out of a tub and now to bed. We must be kindred spirits 
2154,4,"@JonathanRKnight : agreed. internet? random. but i like random. watched dirty dancing, great movie, i thought of your song..  nighty night"
2155,4,@blooms5887 Just use Tweetdeck and you can update facebook and twitter at the same time 
2156,4,"@firestoned - Dude, stars are always awesome.    Surprised to see you tweeting."
2157,4,@nsastrasasmita k. i'll try to figure it out. i'm gonna go to bed. night night  
2158,4,amazing night with llama and malcolm and megan&lt;---fuck the theatre! 
2159,4,@kayotae Just had a martini myself. 
2160,4,city all day soo happy to be home. school in the morning 
2161,4,My spring break= watching moviess all day everyday for a week 
2162,4,@PushPlayNICK &quot;Grandpa wants an ice chest and some beef.&quot;  George Lopez rulesss!
2163,4,@KatiePorrello thank you Katie! heading to the club as we speak! you have yourself a stellar night as well... take it easy homey!! 
2164,4,"http://www.youtube.com/watch?v=cLe9pJSRas0 Where have all the flowers gone, Peter Paul &amp; Mary  My fav, def."
2165,4,shhhhhhhhhh....time to watch the Hills. 
2166,4,"since posting the 2 new photos on my website with the kids my hit count went up...way, way, way up. love to china for 5,000 views alone. "
2167,4,@JonathanRKnight Oh its real Jon!  We all r so excited that u and the guys came back 4 us.  We appreciate all you put out there!  
2168,4,@LonelyBob Thank you! Am at home pretty much everywhere. Provided I have broadband ...kiddin' 
2169,4,Callin it a night! I always have the best sleep after a good workout!! 
2170,4,@Infinitarchitek Feels pretty good doesn't it? 
2171,4,@stee322 but you did go to hash bash anyway.. 
2172,4,"@loltothepower correction, i GOT a badass fringe. "
2173,4,"@procoder hmmm, sure sure  so what r u upto ? hows the day for u?"
2174,4,@ninasplayground I agree.  My kids got &quot;Who am I&quot; 4 Christmas. It's bn fun but I caught my 4 yrold cheating by looking at reflection in TV
2175,4,My hair is blue. 
2176,4,@wendy_bowser Thank you for the kind words!  I appreciate it.  Have a great night 
2177,4,stressing over this math test...uhhh....2 days till spring break!!!! 
2178,4,"@MintCool uh, because we really need each other, plus, you'd be my designated driver on PCH "
2179,4,@EMPRESSYEN WHATCHA CHUCKLIN BOUT MS.YEN 
2180,4,@ijustine the gym is an awesome place! work it out 
2181,4,@augustography hmmm think we need to get you climbing up hills .. you'll be really sining then 
2182,4,Just won 20$ on unc game 
2183,4,Really tired. Going to prepare for bed. G'night! 
2184,4,@keyannaaa the new story of your life will include magic fountain with me 
2185,4,"Im getting nervous that this trip tomorrow may be a little boring. Haha oh well, i always have my trusty ipod and my books of course  lol"
2186,4,should be going to bed... maybe i'll do that... but i'm thinking I'll put on Anastasia on my laptop as i fall asleep 
2187,4,@ijustine http://twitpic.com/1ff65 - I love ur top 
2188,4,"still buzzing from SIETAR... thanks to @pattidigh for pushing the old boundaries - boy, someone could make money off a twitter manual... "
2189,4,"@yoshigi I have terrible back and neck aches too... Get a good chair, that will help.  I am waiting for my &quot;SWOPPER&quot; to arrive. "
2190,4,"@juneaurock Hellz yeah, definitely downloading. Thanks "
2191,4,http://twitpic.com/2y2jz - we are so stinkin cute 
2192,4,@Lyndeeezy hahah not yet! but soon. very soon 
2193,4,"Very happy with my new blog design - nice to see recent post and popular posts listed together, and it looks great! "
2194,4,@michaelgrainger we have much more than that in common my friend!! 
2195,4,@ben_mayer better be. I don't wanna have to come find u and save the dog. But I would!  I'm all 4 the animals . Call off the twit police
2196,4,"@klaris nilagyan mo ng knorr seasoning mix ulit ung pancakes mo?! hehehe. teka, heaven and eggs ba to? "
2197,4,@Westneyrhindxx hello westney  what are you doing ?? x
2198,4,@WhereisKevinn well my night seems pretty boring in comparison to the strokes you've experienced tonight 
2199,4,@jephjacques I love the way you draw giraffe eyelashes. 
2200,4,@SwitchItNow ahhh shiner Bock in Austin YES! thanks for the Twitter @reply so I can relive too 
2201,4,@holytshirt Glad to read it! 
2202,4,spent the evening outside in the beautiful warm weather. finally feels like spring 
2203,4,pullin an all nighter wit my bffl madison 
2204,4,@AttractMode Thanks for putting on such a great event. Can't wait for the inevitable sequels! 
2205,4,"I don't know why I still find this hilarious after hearing it like 200 times in a row, but I doooo  ? http://blip.fm/~3x8ok"
2206,4,@thenub you are too 
2207,4,@jimmycarr that big oaf can play piano? 
2208,4,Bryon is my tea bitch 
2209,4,"@mattbraga Oh, they can stay. You on the other hand... "
2210,4,I am gonna help my mom get a twitter 
2211,4,@lavsmohan...... Yup!! saw the entire match....reached office late.. 
2212,4,"going to bed. My bb isn't working &amp; I'm bored.  Night all. Love me harder tomorrow, than you did today. Peace, Prayers, &amp; Blessings."
2213,4,@DEEJAY_BOOGIE ya we did trying to beat traffic but ya hope to be back soon 
2214,4,"India wins a test series in New Zealand after 41 years! If it wasnt for rain on the final day, India would have won the third test too "
2215,4,@ashvala Was driving in Old madras road on my bike!! There is no concept called parking on the side 
2216,4,@upstatement can I apply to be in your class too? 
2217,4,is reading manga  http://plurk.com/p/mzp1e
2218,4,@BradmanTV Thanks....it seemed the right moment. I love your show.  Your songs bring me joy.
2219,4,@Adri_Mane ROflmao... niqqa please. you ackin' a fool now. 
2220,4,@comeagainjen http://twitpic.com/2y2lx - http://www.youtube.com/watch?v=zoGfqvh2ME8 
2221,4,"@vjl also, your website seems to be down, FYI. pity, I wanted to check it out  sure you knew that though."
2222,4,@LindzNicole so let's make it right! 
2223,4,"@Lexi_83 We.... went professional in October 2008, we've just not update any of our websites or anything until yesterday "
2224,4,@rhonda_brown thanks for the tip on Sam's Club! 
2225,4,@KourtneyKardash yep Mornings are the Best! nighttime is chill time 
2226,4,@pocketfulofme yay!!! hehe TWINS 
2227,4,@jolilore Thank you 
2228,4,"&quot;City of Ember&quot; was AWESOME!!! SO have to finish the book and read the next one (ones?) now.  Time for bed possibly? Who knows, really. XD"
2229,4,"OMG, I would have died!!! actually no, I take that back...I keep an updated version on my X:drive so it's all good "
2230,4,@trugiaz You and i mate! 
2231,4, just watched the movie Wanted... it was pretty darn good.
2232,4,just got home from Neil's. watched Nick &amp; Nora's Playlist... pretty funny  
2233,4,"@theexclamation ah yes, twitter seems to be the perfect venue for whining and wasting time.  now that's my idea of fun "
2234,4,@donniewahlberg hell yeah! there's the effin man! 
2235,4,@roshnimo Dont be lazy............try a few out.... tools are to make life easy for lazy people 
2236,4,"@aiduong Oh goodness, I didn't know you could message friends on here! Hello Ai "
2237,4,Thinks everyone needs to go buy Tina Parol's song Who's Got Your Money on iTunes ... NOW! 
2238,4,can't wait for vegas 
2239,4,@theDebbyRyan Hey Debby 
2240,4,One sixty six in bowling. Holy shit lol 
2241,4,"dear dbq, you were a pain in the asssss. i'm glad i'm DONE with you! "
2242,4,and now off to bed after an amazing night chatting with a pretty amazing guy  ( you know who you are)
2243,4,"@lhawthorn What a coincidence! I was just stalking your Twitter feed and the GSoC news. ;) I'm doing great, thanks. How about you? "
2244,4,"has discovered that she loves easter crafts, eggs, hot cross buns... feel like watching the prince of egypt to aid my easter meditations "
2245,4,"Didn't get my nap before, thinking I really need one now. Be back later, twitterpeeps. "
2246,4,Trying to figure out a way to pay it forward 
2247,4,oh oh oh!!! gonna go buy Twilight on DVD today  I have to extend my overdraft for the 2nd time in as many weeks so I may aswell!!
2248,4,my very first twitter  awww
2249,4,@SimonBotes glad you like 
2250,4,"@lightblue_82 woo, you won't regret it. "
2251,4,@theaptour thanks so much 
2252,4, Please?: http://eluts.com/frontstore/Item/item_zoom.asp?item_num=3418&amp;catalog_num=3&amp;mart_id=lutsdoll&amp;level=yes&amp;mother_catalog_num=554
2253,4,@SJS86 haha i saw that one the other day. sad. i'm entirely too addicted to that site now. endless laughs 
2254,4,@lolly2420 this is nuts! thanks  I am dying over heah!
2255,4,"@markhoppus hey mark, i want to know if the song &quot;Life's So Boring&quot; is really blink 182 , please tell me  doubt been on my head for years"
2256,4,"@Kelly_N_Va by Jordan, I think he's got it!  "
2257,4,"up and running, London calling "
2258,4,"What A Day  I Just Loved It. Sun, Food And My Girls  Cannot Be Beaten. Eyyy! I Bused It Home Tooo Hahaa. Have An Ace Time Darl.  xxxx"
2259,4,just got home from school (: meant to be getting my hair cut .. but i cbf. lol dancing soon 
2260,4,"Sleeeeeeeeeep, then an interview tomorrow! Wish me luck "
2261,4,Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie 
2262,4,@lauredhel I just friended you on LJ 
2263,4,eating ice cream to reduce the heat 
2264,4,wow san diego is so beautiful. even more so now that we won  but whats a good game without a good fight(;
2265,4,@epistemographer @digitalhumanist Doing a disciplinary PhD with the support/structure of a New Media program like that sounds heavenly 
2266,4,"must sleep, big day tomorrow. two tests AND class registration for next sem. ahh! goodnight, twitterers "
2267,4,"@claire_brewer I've seen one of those aisles in Borders in Oxford. They're... well, tragic "
2268,4,@thornbek Erin Esurance is so hot. Carry on 
2269,4,@Boobookittifukk not there yet. And i beleive so  red carpet sighting i hope.
2270,4,the cars in Fast and Furious get me excited 
2271,4,@comeagainjen Jennifer 
2272,4,@betzitall Wall-E is a great battle for stress.   Yay for staying up all night and doing homework together!
2273,4,"It's been a while since i have watched the Cosby Show, i forgot how funny it was  BUT CAN'T SLEEP THOUGH grrrrr"
2274,4,"@landrew Hehe, thanks   Was going for the incendiary headline this time "
2275,4,@honeytech Happy Morning! 
2276,4,"@SashaKane Um, my kids get up at 5am &amp; need their breakfasts cooked, you ready? "
2277,4,@saad_83 I wasn't late  I was right on time
2278,4,@myk14 Thanks buddy *high fives* hehe 
2279,4,@sytycda Could not agree more!The unison&amp; committment was incredible.Considering the pressure they r under made it all the more amazing 
2280,4,"@cityrat59 lol! you counted 15 times! Yeah, it was a drag today...wasn't sure if my tweets were going out. seems to behave now though "
2281,4,@comeagainjen http://twitpic.com/2y2lx - and you are cooler than her she just wants the babiiesss O_O HAHAHAHA 
2282,4,@reesh heyyyyyy want to hook it up!! lol 
2283,4,Saddle Ranch Comedy night. Then back to the boy's house 
2284,4,Today I performed for the first and last time at the Grebel talent show. 4 exams left until undergrad is over 
2285,4,@xShorty4Lifex white!! 
2286,4,"@thesouthernstar haha... sarapan aja belum kok, udah disamperin sama client di rumah...  "
2287,4,@JonathanRKnight  i do embrace the simple life.  simple things like a new kids reunion makes me an extremely happy girl 
2288,4,"@lapcat Need to send 'em to my accountant tomorrow. Oddly, I wasn't even referring to my taxes. Those are supporting evidence, though. "
2289,4,"@mmcallen Sigh, wish I could have a GMIC meeting here in San Diego! Spoke to Johanna already, she said it was great... "
2290,4,had a wonderful Portland evening! Thanks Carrie 
2291,4,6:37 in the morning and haven't been sleep   YAY!
2292,4,Headed off to Wal*Mart for more boxes. Uber excited 
2293,4,@axisportals scowls are a lot more temporary than adulthood 
2294,4,I'm melting. *sighs* Serendipity is such a sweet sweet movie. I love it. 
2295,4,@JonathanRKnight wake up with ah Jon tweet. The Best start for my day  thx Jon love You
2296,4,Got an inspiration -&gt; dyeing my hair! 
2297,4,just  created this account...looking around 
2298,4,@amyg0716 I'm gunnna do both of those things 
2299,4,"http://twitpic.com/2y2tq - So far, it is interesting. "
2300,4,"Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!"
2301,4,"@craigsutton     that's a long-time, good for you!   "
2302,4,(@thuquoc) jizzin' in my pants excited about seeing ARMIN VAN BUUREN tomorrow 
2303,4,"@mehulbhuva Good luck, and let me know how it goes! "
2304,4,"@tayswift Congrats from Peru! You were/are amazing! i was speechless,thank u so much! come here someday plz, ill wait forever seriously! "
2305,4,@rogieking Congrats on the newborn! Our first is due in June 
2306,4,Dodgers beat the Padres  Go Blue!
2307,4,@jbruin lol esp when your updates hit my phone... 
2308,4,@JonathanRKnight I'm just glad you appreciate Iowa.    Come back in late summer when they're cutting hay...  best..smell.. EVER!
2309,4,"@pjaficionado  Having fun, loving life, happy to be in the game. Everything else is a bonus. Not just BS either!"
2310,4,@vuittonretarded  awww. Is there anything i can do 
2311,4,But I do not mind.  Goodnight
2312,4,@mistressathenax oh lets let it be a surprise. 
2313,4,Proud future member of the R.B. 
2314,4,@miss_tattoo heyy!  you got those pictures of Donnie's gift on the USB stick?! 
2315,4,Giant Drag &quot;Wicked Game&quot; ? http://twt.fm/32811 #musicmonday - Better than the original &amp; the commercial promo song for Nip/Tuck season 5! 
2316,4,@web20classroom Fabulous post about WordAhead!  And overall loved your blog.
2317,4,Much Luv to @espressowoman54 &amp; @tommyruffin who's now following me on twitter!! 
2318,4,@KendallMassey @jclayville rocks. But don't tell her I said that 
2319,4,"@Gerry_Butler If it's something you will enjoy and will make you happy, why not do it? "
2320,4,"just discovered tonight that her church is serving breakfast on Easter!  (I'm not sure why this is so exciting, but I suspect the baby...)"
2321,4,@Tiandrance 
2322,4,@yoavsegal Morning 
2323,4,finally back on twitter 
2324,4,God sho love him some me  feeling really really blessed tonight++++++
2325,4,@adamdexter i can't wait to see you buddy 
2326,4,@allan_at_rogue thanks Allan! They are photos from a Joolz Soiree I held up in Brisbane last year 
2327,4,there is link about how to enjoy dark chocolate within the post..  http://chai-coffee.blogspot.com/2009/04/chocolate-flavoured-math.html
2328,4,"@chazdrums if i know how to do something, and have time... Its so easy to answer "
2329,4,"Wow, the house looks so different...AND OH MY GOD MY DOGGIES "
2330,4,ahhh loved this sunny day....I am working a good sun burn on my nose 
2331,4,@FoamingBBQ I had to read it last semester.  By &quot;read&quot; I mean skim for keywords and read online outlines.   Got an A too 
2332,4,@dalecruse Yay! Love Box.net  My first business partner Sam Ghods is on the founding team. SO proud of him 4 building an excellent utility
2333,4,@JonathanRKnight Glad to hear that you had such a great night! You rock &amp; I hope tonight is just the 1st of many feel good shows for you! 
2334,4,Anyone else catch Scott Bakula's &quot;Oh Boy&quot; in #Chuck tonight?  
2335,4,@fatbellybella the media is a trip [period] we have to guard our minds...along with our hearts. Don't fret ms.badu UR THE BEST!! its true 
2336,4,"Ahh, the tedium of fixing broken file links in Inventor.  Good times.  "
2337,4,@theDebbyRyan  where!!?!? 
2338,4,@Laatina MONDAYS ARE WHAT YOU MAKE OF IT. 
2339,4,Well in the past two days I have had 45 min. of sleep.  I'm going to watch TV while laying in bed and try to sleep.. Night peepers 
2340,4,I'm officially going to bed! Goodnight 
2341,4,I now have painting clothes!   
2342,4,@msaleem LOL not yet my brutha from anotha mutha 
2343,4,ryanrossfanz  &lt;-- FOLLOW THEM!  Ryan is uber!
2344,4,@JonathanRKnight you close your eyes and pick one and hit reply. 
2345,4,@ronashively Connections Academy has been great for our family...and thousands more across the country!  Happy to tell you more 
2346,4,"@QUEENIE909 hum nice 1! lol take something..LOL yeah party over there, haha u kno them drunk ass's  Will i b seeing you @ Janets party??"
2347,4,#nightcard The Star: what a wonderful card for a new beginning both for you and Ankie 1.0  Welcome! 
2348,4,Loves the German bakeries in Sydney. Together with my imported honey it feels like home 
2349,4,I'm an uncle now! 
2350,4,@katiehayes415 Levon...couldn't have said it better my self.  
2351,4,"@dmf71 I should change my name to qoosfr (queen of obscure science fiction references) instead of cbn2, which only 1 person understands. "
2352,4,@DolfinFan  Our picnic will be fabulous!
2353,4,@DaveJMatthews Welcome back to NYC! 
2354,4,@nashipear Sorry I am talking to my best friend.. So I havent replied!!  But I can talk to you too!
2355,4,@corinmcblide oh ok then i am gonna go and buy one for when i come up there 
2356,4,tafe quiz then PHOTOSHOOT with my sezdawg 
2357,4,@berofx: good luck with your challenge 
2358,4,oh oh found some clothes!!  And i love em xD
2359,4,Rocking out to No Doubt and gonna start up some more Neverwinter Nights 
